ID_Lead,Taille_Entreprise,Poste_Contact,Secteur,Source_Lead,Temps_Sur_Site_Sec,Pages_Vues,Emails_Ouverts,Derniere_Activite_Jours,Converti
LD-00796,200+,Stagiaire,Industrie,Webinar,95,1,0,88,0
LD-00797,11-50,Manager,Retail,Site Web,3,5,9,6,0
LD-00798,11-50,VP/C-Level,Retail,Linkedin,56,5,2,74,0
LD-00799,200+,Operationnel,Education,Cold Call,294,1,9,67,0
LD-00800,51-200,Manager,Retail,Cold Call,172,3,2,7,0
LD-00801,1-10,Directeur,Sante,Emailing,252,7,4,29,1
LD-00802,11-50,Directeur,Education,Emailing,106,3,3,34,0
LD-00803,11-50,VP/C-Level,Retail,Cold Call,66,2,5,7,1
LD-00804,11-50,Manager,Retail,Linkedin,118,2,7,81,0
LD-00805,51-200,VP/C-Level,Industrie,Emailing,70,5,7,77,1
LD-00806,200+,Manager,Retail,Site Web,328,2,3,58,0
LD-00807,200+,Operationnel,Tech,Site Web,63,2,0,85,0
LD-00808,11-50,Operationnel,Education,Linkedin,194,3,6,31,0
LD-00809,1-10,Manager,Tech,Emailing,26,2,5,73,0
LD-00810,200+,Operationnel,Education,Site Web,209,3,4,45,0
LD-00811,51-200,Manager,Industrie,Emailing,440,2,3,47,0
LD-00812,1-10,Manager,Retail,Emailing,168,2,5,77,0
LD-00813,200+,Operationnel,Retail,Site Web,147,0,7,81,0
LD-00814,51-200,Manager,Retail,Cold Call,584,7,5,72,1
LD-00815,11-50,Manager,Education,Site Web,177,5,2,73,0
LD-00816,11-50,Operationnel,Retail,Linkedin,54,1,8,73,0
LD-00817,11-50,Stagiaire,Tech,Webinar,62,1,2,40,0
LD-00818,1-10,Stagiaire,Retail,Site Web,219,2,3,30,0
LD-00819,11-50,Operationnel,Industrie,Emailing,239,3,4,62,0
LD-00820,51-200,Directeur,Tech,Emailing,65,2,1,71,0
LD-00821,1-10,Operationnel,Retail,Site Web,76,3,9,17,0
LD-00822,11-50,Manager,Retail,Webinar,849,4,9,5,1
LD-00823,11-50,Operationnel,Sante,Site Web,19,3,1,81,0
LD-00824,11-50,Operationnel,Education,Webinar,93,9,5,1,1
LD-00825,200+,Directeur,Tech,Webinar,11,3,1,80,0
LD-00826,11-50,Manager,Sante,Linkedin,309,4,9,81,0
LD-00827,11-50,Stagiaire,Industrie,Emailing,17,1,0,31,0
LD-00828,51-200,Operationnel,Education,Emailing,201,4,7,35,0
LD-00829,11-50,Stagiaire,Tech,Webinar,10,1,9,72,0
LD-00830,1-10,Operationnel,Retail,Emailing,201,4,9,30,0
LD-00831,11-50,Manager,Tech,Cold Call,333,2,0,85,0
LD-00832,1-10,Operationnel,Retail,Webinar,91,5,9,15,1
LD-00833,1-10,Operationnel,Education,Emailing,132,3,5,56,0
LD-00834,11-50,Operationnel,Retail,Cold Call,92,4,0,60,0
LD-00835,11-50,Directeur,Industrie,Linkedin,64,1,7,27,1
LD-00836,200+,VP/C-Level,Retail,Emailing,292,2,4,2,1
LD-00837,11-50,Stagiaire,Industrie,Cold Call,57,3,2,74,0
LD-00838,11-50,Manager,Education,Site Web,231,6,4,64,0
LD-00839,11-50,Operationnel,Education,Site Web,41,5,0,5,0
LD-00840,1-10,Operationnel,Tech,Cold Call,51,4,0,68,0
LD-00841,11-50,Manager,Industrie,Webinar,73,3,3,13,1
LD-00842,1-10,Directeur,Industrie,Webinar,160,5,8,81,1
LD-00843,200+,VP/C-Level,Sante,Emailing,109,3,8,85,0
LD-00844,1-10,Manager,Sante,Site Web,246,3,0,23,0
LD-00845,11-50,Operationnel,Sante,Webinar,43,5,2,50,0
LD-00846,1-10,Manager,Retail,Webinar,1,5,3,79,0
LD-00847,200+,Operationnel,Sante,Site Web,269,3,1,78,0
LD-00848,11-50,Manager,Industrie,Linkedin,310,4,6,73,0
LD-00849,11-50,Operationnel,Retail,Webinar,11,2,2,37,0
LD-00850,1-10,Manager,Education,Cold Call,169,2,0,30,0
LD-00851,51-200,Operationnel,Tech,Emailing,85,1,0,23,0
LD-00852,1-10,Operationnel,Sante,Webinar,284,3,2,34,0
LD-00853,51-200,Directeur,Education,Webinar,373,4,5,64,1
LD-00854,1-10,Operationnel,Industrie,Linkedin,342,1,3,55,0
LD-00855,1-10,Manager,Tech,Cold Call,270,3,0,71,0
LD-00856,1-10,Operationnel,Education,Emailing,56,5,6,9,0
LD-00857,11-50,Stagiaire,Tech,Webinar,300,1,1,4,0
LD-00858,11-50,Stagiaire,Sante,Emailing,137,4,4,66,0
LD-00859,1-10,Operationnel,Industrie,Site Web,9,1,7,33,0
LD-00860,51-200,Directeur,Tech,Webinar,109,9,6,32,1
LD-00861,11-50,Operationnel,Education,Webinar,513,2,7,44,0
LD-00862,11-50,VP/C-Level,Sante,Site Web,393,0,9,37,1
LD-00863,11-50,Manager,Sante,Linkedin,19,2,5,67,1
LD-00864,11-50,Operationnel,Education,Webinar,245,3,6,60,0
LD-00865,11-50,Manager,Education,Emailing,294,1,8,59,0
LD-00866,1-10,Manager,Tech,Cold Call,56,2,5,36,0
LD-00867,1-10,Manager,Retail,Emailing,114,4,8,49,0
LD-00868,51-200,Operationnel,Sante,Linkedin,223,1,1,51,0
LD-00869,200+,Operationnel,Tech,Cold Call,104,2,1,8,0
LD-00870,11-50,Directeur,Education,Emailing,21,2,1,50,0
LD-00871,1-10,Directeur,Tech,Emailing,220,0,5,41,1
LD-00872,11-50,Directeur,Education,Site Web,436,2,1,38,0
LD-00873,11-50,Operationnel,Industrie,Linkedin,190,4,2,86,0
LD-00874,1-10,Manager,Education,Site Web,267,5,7,78,0
LD-00875,1-10,Operationnel,Education,Cold Call,79,3,7,79,0
LD-00876,51-200,Operationnel,Education,Site Web,36,6,3,55,0
LD-00877,11-50,Operationnel,Retail,Linkedin,185,2,8,68,0
LD-00878,1-10,Manager,Education,Webinar,71,3,7,18,1
LD-00879,1-10,Operationnel,Sante,Webinar,353,4,0,65,0
LD-00880,1-10,Operationnel,Sante,Cold Call,23,5,7,64,0
LD-00881,11-50,Directeur,Tech,Webinar,102,1,0,12,0
LD-00882,1-10,Operationnel,Retail,Site Web,90,3,3,41,0
LD-00883,1-10,Stagiaire,Tech,Cold Call,500,1,9,42,0
LD-00884,51-200,Stagiaire,Sante,Linkedin,29,4,5,60,0
LD-00885,1-10,Directeur,Sante,Cold Call,1,4,6,50,0
LD-00886,11-50,Manager,Industrie,Cold Call,48,3,9,81,0
LD-00887,1-10,Operationnel,Education,Emailing,308,1,3,83,0
LD-00888,1-10,Directeur,Sante,Emailing,42,3,7,36,0
LD-00889,1-10,Directeur,Tech,Cold Call,49,0,7,48,0
LD-00890,51-200,Operationnel,Tech,Webinar,25,2,8,71,0
LD-00891,51-200,Manager,Education,Emailing,226,2,5,73,0
LD-00892,51-200,Manager,Education,Linkedin,12,8,3,8,0
LD-00893,11-50,Manager,Industrie,Site Web,72,0,1,25,0
LD-00894,11-50,Operationnel,Retail,Emailing,59,0,6,7,0
LD-00895,1-10,Directeur,Tech,Cold Call,145,4,9,8,0
LD-00896,1-10,Manager,Education,Webinar,235,1,2,88,0
LD-00897,51-200,Operationnel,Tech,Site Web,137,0,2,81,0
LD-00898,1-10,Operationnel,Education,Emailing,481,4,2,76,0
LD-00899,1-10,Stagiaire,Sante,Webinar,544,5,3,31,0
LD-00900,1-10,Operationnel,Tech,Webinar,80,4,1,12,0
LD-00901,1-10,Manager,Sante,Webinar,270,3,4,57,0
LD-00902,1-10,Stagiaire,Tech,Cold Call,241,5,2,66,0
LD-00903,11-50,Operationnel,Retail,Linkedin,402,3,9,12,1
LD-00904,11-50,Manager,Industrie,Webinar,106,1,4,27,0
LD-00905,51-200,Stagiaire,Sante,Site Web,136,1,6,46,0
LD-00906,51-200,VP/C-Level,Education,Emailing,96,0,8,7,1
LD-00907,11-50,Operationnel,Retail,Site Web,341,5,1,61,0
LD-00908,1-10,Operationnel,Tech,Cold Call,46,3,8,58,0
LD-00909,11-50,Operationnel,Sante,Cold Call,49,2,9,58,0
LD-00910,11-50,Operationnel,Tech,Site Web,83,2,5,13,0
LD-00911,1-10,Stagiaire,Tech,Linkedin,47,4,5,53,0
LD-00912,11-50,Manager,Tech,Cold Call,148,3,2,65,0
LD-00913,11-50,VP/C-Level,Industrie,Cold Call,25,2,9,49,0
LD-00914,11-50,Operationnel,Industrie,Site Web,69,3,8,35,0
LD-00915,11-50,Manager,Education,Cold Call,440,3,3,17,1
LD-00916,1-10,Manager,Sante,Linkedin,94,2,4,72,0
LD-00917,200+,Directeur,Retail,Linkedin,248,3,2,67,1
LD-00918,51-200,Operationnel,Retail,Linkedin,21,2,4,10,0
LD-00919,1-10,Operationnel,Retail,Emailing,51,2,7,34,0
LD-00920,51-200,Operationnel,Tech,Linkedin,296,3,7,86,0
LD-00921,11-50,Manager,Industrie,Linkedin,259,4,7,4,1
LD-00922,51-200,Directeur,Sante,Emailing,87,5,5,29,0
LD-00923,51-200,Operationnel,Tech,Webinar,555,4,0,46,0
LD-00924,11-50,Operationnel,Industrie,Cold Call,434,3,9,75,1
LD-00925,1-10,Directeur,Industrie,Linkedin,590,5,5,46,1
LD-00926,1-10,Directeur,Sante,Cold Call,100,2,9,77,0
LD-00927,11-50,VP/C-Level,Sante,Site Web,39,4,6,59,0
LD-00928,11-50,Manager,Sante,Cold Call,177,3,8,61,0
LD-00929,1-10,Operationnel,Tech,Emailing,207,4,7,68,0
LD-00930,1-10,Manager,Education,Cold Call,24,4,7,66,0
LD-00931,51-200,Manager,Sante,Cold Call,277,1,6,34,0
LD-00932,200+,Stagiaire,Education,Cold Call,3,2,1,86,0
LD-00933,11-50,Manager,Tech,Webinar,118,4,0,5,0
LD-00934,1-10,Manager,Education,Webinar,72,3,1,9,0
LD-00935,1-10,Operationnel,Retail,Site Web,242,3,5,20,0
LD-00936,1-10,Manager,Education,Emailing,67,6,1,21,0
LD-00937,200+,Manager,Sante,Cold Call,315,4,9,17,1
LD-00938,1-10,VP/C-Level,Tech,Cold Call,162,6,3,12,1
LD-00939,11-50,Stagiaire,Sante,Cold Call,284,4,9,82,0
LD-00940,1-10,Operationnel,Retail,Cold Call,817,1,2,67,0
LD-00941,11-50,Manager,Sante,Webinar,204,4,5,5,1
LD-00942,11-50,Operationnel,Sante,Site Web,755,3,7,60,1
LD-00943,51-200,Manager,Sante,Linkedin,5,5,5,53,0
LD-00944,1-10,Manager,Industrie,Emailing,74,3,1,52,0
LD-00945,1-10,Operationnel,Retail,Cold Call,20,2,4,78,0
LD-00946,1-10,Manager,Sante,Site Web,54,1,5,48,0
LD-00947,200+,Manager,Sante,Linkedin,328,2,8,19,1
LD-00948,51-200,Operationnel,Sante,Site Web,5,5,5,17,0
LD-00949,11-50,Directeur,Tech,Webinar,132,2,9,54,1
LD-00950,11-50,Directeur,Industrie,Linkedin,150,5,4,68,0
LD-00951,11-50,Manager,Tech,Site Web,148,4,0,35,0
LD-00952,1-10,Manager,Industrie,Webinar,116,1,9,88,0
LD-00953,200+,Operationnel,Sante,Site Web,281,2,4,41,0
LD-00954,11-50,Directeur,Retail,Site Web,25,1,4,13,0
LD-00955,11-50,Manager,Education,Linkedin,66,2,5,33,0
LD-00956,11-50,Manager,Education,Webinar,172,2,6,15,1
LD-00957,1-10,Directeur,Sante,Cold Call,211,3,3,63,0
LD-00958,1-10,Operationnel,Tech,Emailing,93,3,6,15,0
LD-00959,51-200,Directeur,Retail,Linkedin,374,6,4,31,1
LD-00960,1-10,Operationnel,Industrie,Webinar,96,6,5,28,0
LD-00961,11-50,Operationnel,Sante,Site Web,92,2,3,10,0
LD-00962,1-10,Operationnel,Retail,Webinar,6,4,7,57,0
LD-00963,11-50,VP/C-Level,Retail,Emailing,144,5,8,71,0
LD-00964,1-10,Directeur,Industrie,Emailing,222,3,1,33,0
LD-00965,11-50,Manager,Retail,Cold Call,21,3,3,7,0
LD-00966,51-200,Manager,Tech,Cold Call,65,3,7,5,0
LD-00967,1-10,Manager,Tech,Emailing,273,5,7,80,0
LD-00968,11-50,Directeur,Tech,Linkedin,82,2,8,57,0
LD-00969,11-50,Operationnel,Retail,Linkedin,49,3,2,72,0
LD-00970,11-50,Operationnel,Tech,Site Web,200,3,0,86,0
LD-00971,200+,Operationnel,Industrie,Cold Call,39,3,8,40,0
LD-00972,51-200,Manager,Retail,Site Web,406,2,0,28,0
LD-00973,1-10,Manager,Education,Cold Call,20,3,2,36,0
LD-00974,1-10,Operationnel,Retail,Emailing,220,2,2,56,0
LD-00975,1-10,Stagiaire,Industrie,Linkedin,124,5,8,47,0
LD-00976,11-50,Directeur,Education,Linkedin,367,4,0,71,0
LD-00977,1-10,Stagiaire,Retail,Emailing,24,4,6,40,0
LD-00978,11-50,Manager,Tech,Site Web,203,2,1,59,0
LD-00979,11-50,VP/C-Level,Sante,Site Web,152,3,6,43,0
LD-00980,11-50,Operationnel,Sante,Webinar,117,5,0,66,0
LD-00981,51-200,Operationnel,Tech,Cold Call,121,2,9,9,0
LD-00982,1-10,Manager,Sante,Site Web,230,5,9,6,1
LD-00983,1-10,Directeur,Sante,Emailing,499,0,7,65,1
LD-00984,51-200,Manager,Tech,Site Web,17,2,9,3,0
LD-00985,11-50,VP/C-Level,Tech,Linkedin,3,0,9,74,0
LD-00986,11-50,Stagiaire,Retail,Cold Call,294,1,1,37,0
LD-00987,11-50,Manager,Retail,Webinar,20,3,2,87,0
LD-00988,1-10,Manager,Tech,Cold Call,777,4,7,33,1
LD-00989,51-200,Directeur,Industrie,Linkedin,173,3,2,9,1
LD-00990,51-200,Operationnel,Sante,Linkedin,189,6,0,53,0
LD-00991,11-50,Directeur,Retail,Linkedin,39,3,8,77,1
LD-00992,1-10,Manager,Sante,Linkedin,49,3,7,51,0
LD-00993,11-50,Operationnel,Education,Emailing,193,5,3,71,0
LD-00994,11-50,Operationnel,Tech,Webinar,432,5,7,26,1
LD-00995,1-10,Directeur,Industrie,Linkedin,727,1,4,16,1
LD-00996,200+,Operationnel,Education,Linkedin,39,3,2,40,0
LD-00997,1-10,Operationnel,Education,Site Web,25,3,0,51,0
LD-00998,200+,Operationnel,Education,Webinar,10,4,9,39,0
LD-00999,11-50,Directeur,Tech,Cold Call,364,6,4,55,0
LD-01000,1-10,Manager,Retail,Webinar,62,4,5,36,0
LD-01001,11-50,Manager,Tech,Webinar,0,5,3,65,0
LD-01002,51-200,Operationnel,Retail,Webinar,45,4,6,85,0
LD-01003,51-200,Manager,Education,Linkedin,74,3,2,77,0
LD-01004,51-200,Manager,Education,Linkedin,847,2,6,45,1
LD-01005,11-50,Directeur,Industrie,Emailing,133,3,0,9,0
LD-01006,11-50,Directeur,Retail,Cold Call,41,2,6,37,0
LD-01007,51-200,Stagiaire,Education,Site Web,73,4,0,87,0
LD-01008,1-10,Manager,Sante,Webinar,72,3,0,1,0
LD-01009,11-50,Stagiaire,Industrie,Cold Call,3,2,1,66,0
LD-01010,1-10,Manager,Tech,Cold Call,26,4,1,63,0
LD-01011,200+,Operationnel,Industrie,Emailing,213,1,3,43,0
LD-01012,200+,Operationnel,Sante,Site Web,23,3,0,28,0
LD-01013,1-10,Operationnel,Retail,Webinar,47,3,3,31,0
LD-01014,51-200,Manager,Tech,Site Web,77,3,1,69,0
LD-01015,200+,Operationnel,Tech,Emailing,255,4,3,89,0
LD-01016,1-10,Manager,Retail,Linkedin,157,0,3,8,0
LD-01017,11-50,Operationnel,Industrie,Cold Call,210,2,8,34,0
LD-01018,200+,Stagiaire,Education,Webinar,150,2,8,49,0
LD-01019,1-10,Manager,Industrie,Linkedin,207,2,0,58,0
LD-01020,11-50,Operationnel,Sante,Emailing,0,5,4,75,0
LD-01021,1-10,Operationnel,Education,Site Web,480,2,6,47,1
LD-01022,200+,Manager,Industrie,Cold Call,21,2,3,25,0
LD-01023,200+,Operationnel,Retail,Webinar,93,2,4,3,0
LD-01024,200+,Stagiaire,Sante,Linkedin,265,3,1,45,0
LD-01025,11-50,Operationnel,Sante,Linkedin,102,3,2,52,0
LD-01026,51-200,Directeur,Sante,Cold Call,528,5,6,34,1
LD-01027,51-200,Manager,Education,Site Web,113,3,9,69,0
LD-01028,11-50,Manager,Tech,Emailing,374,2,6,8,1
LD-01029,51-200,Manager,Education,Site Web,299,6,3,27,0
LD-01030,1-10,Operationnel,Industrie,Site Web,713,5,0,80,0
LD-01031,11-50,Operationnel,Tech,Site Web,470,4,0,63,0
LD-01032,1-10,Manager,Industrie,Cold Call,411,3,3,82,0
LD-01033,1-10,Operationnel,Tech,Cold Call,236,3,3,25,0
LD-01034,1-10,Operationnel,Education,Emailing,82,1,5,58,0
LD-01035,11-50,Operationnel,Sante,Site Web,20,2,6,48,0
LD-01036,11-50,Operationnel,Retail,Cold Call,210,5,8,1,0
LD-01037,51-200,VP/C-Level,Sante,Emailing,692,2,8,8,1
LD-01038,1-10,Stagiaire,Education,Emailing,233,5,9,21,0
LD-01039,11-50,Manager,Tech,Site Web,475,5,4,88,0
LD-01040,11-50,Operationnel,Sante,Webinar,293,2,9,78,1
LD-01041,51-200,VP/C-Level,Education,Site Web,32,5,2,29,0
LD-01042,11-50,Operationnel,Industrie,Webinar,51,5,2,30,0
LD-01043,11-50,Operationnel,Retail,Emailing,75,2,5,3,0
LD-01044,51-200,Manager,Sante,Cold Call,33,4,0,7,0
LD-01045,11-50,Manager,Tech,Linkedin,156,1,6,11,1
LD-01046,1-10,Operationnel,Industrie,Emailing,667,3,2,32,1
LD-01047,1-10,Operationnel,Education,Cold Call,257,6,4,59,0
LD-01048,51-200,Operationnel,Retail,Emailing,99,4,6,12,0
LD-01049,1-10,Operationnel,Tech,Site Web,0,2,6,79,0
LD-01050,51-200,Operationnel,Education,Webinar,67,6,8,38,0
LD-01051,11-50,Operationnel,Education,Emailing,134,5,0,24,0
LD-01052,200+,Operationnel,Sante,Cold Call,70,4,2,65,0
LD-01053,51-200,Operationnel,Sante,Site Web,21,7,8,18,0
LD-01054,200+,Manager,Tech,Linkedin,105,5,7,46,0
LD-01055,11-50,VP/C-Level,Education,Site Web,52,4,1,56,0
LD-01056,51-200,Manager,Sante,Webinar,431,3,7,63,0
LD-01057,11-50,Stagiaire,Retail,Site Web,19,2,7,7,0
LD-01058,11-50,Stagiaire,Retail,Linkedin,9,3,1,66,0
LD-01059,11-50,VP/C-Level,Education,Cold Call,0,3,7,40,0
LD-01060,51-200,Operationnel,Sante,Emailing,71,3,2,54,0
LD-01061,200+,Stagiaire,Tech,Webinar,194,3,6,31,0
LD-01062,51-200,Manager,Tech,Linkedin,235,0,8,52,0
LD-01063,11-50,Manager,Tech,Webinar,108,6,3,31,0
LD-01064,11-50,Manager,Retail,Site Web,207,3,5,34,0
LD-01065,51-200,Operationnel,Sante,Webinar,80,4,8,7,1
LD-01066,1-10,Stagiaire,Sante,Linkedin,198,0,4,89,0
LD-01067,1-10,VP/C-Level,Retail,Emailing,7,1,0,16,1
LD-01068,11-50,Operationnel,Tech,Emailing,89,2,2,22,0
LD-01069,1-10,Manager,Tech,Webinar,281,1,8,53,0
LD-01070,1-10,Manager,Education,Cold Call,292,4,2,17,1
LD-01071,1-10,Manager,Industrie,Webinar,226,2,9,4,1
LD-01072,1-10,Operationnel,Sante,Site Web,41,4,1,61,0
LD-01073,1-10,Operationnel,Sante,Emailing,51,4,3,86,0
LD-01074,200+,Manager,Sante,Emailing,997,2,4,52,1
LD-01075,11-50,Directeur,Industrie,Emailing,19,5,6,35,0
LD-01076,11-50,Directeur,Education,Cold Call,35,5,6,44,0
LD-01077,11-50,Operationnel,Industrie,Cold Call,25,1,8,15,0
LD-01078,1-10,Operationnel,Tech,Linkedin,71,5,7,61,1
LD-01079,200+,Directeur,Tech,Webinar,42,2,1,44,0
LD-01080,51-200,Manager,Sante,Webinar,123,1,7,21,1
LD-01081,1-10,Directeur,Retail,Site Web,116,5,7,77,0
LD-01082,11-50,Operationnel,Sante,Emailing,417,6,4,47,0
LD-01083,51-200,Manager,Retail,Cold Call,6,1,2,75,0
LD-01084,200+,Manager,Industrie,Site Web,69,5,8,49,0
LD-01085,11-50,Manager,Tech,Site Web,163,3,6,53,0
LD-01086,11-50,Operationnel,Retail,Cold Call,167,0,0,27,0
LD-01087,1-10,Stagiaire,Industrie,Webinar,117,1,7,31,0
LD-01088,200+,Manager,Tech,Emailing,304,5,9,44,0
LD-01089,1-10,Operationnel,Retail,Webinar,11,2,4,32,0
LD-01090,200+,Operationnel,Sante,Site Web,304,3,5,30,0
LD-01091,11-50,VP/C-Level,Sante,Emailing,122,3,8,18,1
LD-01092,11-50,Operationnel,Sante,Linkedin,25,4,9,63,0
LD-01093,11-50,Directeur,Industrie,Site Web,390,3,7,16,1
LD-01094,1-10,Operationnel,Sante,Webinar,188,4,2,35,0
LD-01095,1-10,Manager,Education,Webinar,32,3,4,62,0
LD-01096,1-10,VP/C-Level,Tech,Webinar,6,7,3,9,1
LD-01097,1-10,Operationnel,Industrie,Cold Call,27,3,0,62,0
LD-01098,51-200,Stagiaire,Sante,Site Web,168,3,4,39,0
LD-01099,11-50,Operationnel,Tech,Emailing,35,1,9,51,0
LD-01100,1-10,Stagiaire,Retail,Webinar,46,3,6,10,0
LD-01101,200+,Manager,Sante,Webinar,4,2,0,52,0
LD-01102,51-200,Directeur,Tech,Cold Call,231,5,3,12,0
LD-01103,200+,Operationnel,Education,Emailing,299,6,5,72,0
LD-01104,200+,Operationnel,Retail,Site Web,286,4,8,62,0
LD-01105,1-10,Operationnel,Education,Linkedin,24,4,7,3,0
LD-01106,11-50,Manager,Tech,Cold Call,420,2,1,83,0
LD-01107,51-200,Stagiaire,Education,Site Web,200,3,2,11,0
LD-01108,11-50,Manager,Tech,Linkedin,410,5,9,8,1
LD-01109,1-10,Manager,Tech,Webinar,106,2,4,23,0
LD-01110,51-200,Manager,Education,Webinar,103,3,6,10,1
LD-01111,1-10,Operationnel,Tech,Emailing,276,3,2,18,0
LD-01112,1-10,Manager,Sante,Linkedin,17,3,6,76,0
LD-01113,11-50,Stagiaire,Tech,Webinar,132,4,4,39,0
LD-01114,11-50,Operationnel,Industrie,Webinar,325,3,9,26,1
LD-01115,11-50,Directeur,Tech,Emailing,319,0,5,11,1
LD-01116,1-10,Manager,Industrie,Site Web,562,3,5,10,1
LD-01117,51-200,Stagiaire,Tech,Webinar,215,2,3,3,0
LD-01118,1-10,Operationnel,Tech,Cold Call,41,6,7,62,0
LD-01119,1-10,Operationnel,Education,Cold Call,3,1,8,71,0
LD-01120,51-200,Operationnel,Sante,Site Web,117,2,1,61,0
LD-01121,200+,Operationnel,Sante,Linkedin,129,2,8,4,1
LD-01122,51-200,Stagiaire,Retail,Emailing,49,1,3,61,0
LD-01123,51-200,Operationnel,Education,Cold Call,23,4,5,8,0
LD-01124,11-50,Manager,Education,Cold Call,158,5,6,13,0
LD-01125,11-50,Manager,Sante,Site Web,260,2,3,12,1
LD-01126,1-10,Manager,Education,Linkedin,897,4,7,35,1
LD-01127,11-50,Stagiaire,Sante,Linkedin,255,4,9,54,0
LD-01128,11-50,VP/C-Level,Education,Site Web,284,3,7,51,1
LD-01129,1-10,Directeur,Tech,Cold Call,172,4,0,43,0
LD-01130,51-200,Directeur,Sante,Emailing,767,2,7,66,1
LD-01131,11-50,Directeur,Sante,Cold Call,183,2,9,15,1
LD-01132,1-10,Directeur,Industrie,Linkedin,354,3,2,49,1
LD-01133,1-10,Manager,Education,Cold Call,524,3,4,34,0
LD-01134,11-50,Operationnel,Education,Emailing,478,2,9,39,0
LD-01135,1-10,Manager,Sante,Webinar,86,2,7,26,1
LD-01136,51-200,Manager,Tech,Cold Call,14,6,5,69,0
LD-01137,11-50,Manager,Tech,Site Web,33,2,3,48,0
LD-01138,11-50,Manager,Tech,Webinar,10,4,3,89,0
LD-01139,11-50,Stagiaire,Education,Site Web,20,2,3,51,0
LD-01140,51-200,Operationnel,Industrie,Site Web,36,4,5,4,0
LD-01141,11-50,Directeur,Sante,Site Web,75,3,6,27,0
LD-01142,11-50,Manager,Retail,Cold Call,141,0,4,42,0
LD-01143,11-50,Manager,Industrie,Linkedin,223,4,9,56,0
LD-01144,1-10,Operationnel,Retail,Webinar,42,2,7,69,0
LD-01145,51-200,Operationnel,Industrie,Emailing,200,2,6,18,1
LD-01146,51-200,Directeur,Tech,Linkedin,219,3,7,61,1
LD-01147,11-50,Manager,Education,Cold Call,147,6,3,4,0
LD-01148,51-200,Manager,Retail,Site Web,421,5,7,1,1
LD-01149,51-200,Operationnel,Industrie,Emailing,21,5,5,50,0
LD-01150,51-200,Manager,Education,Webinar,35,0,2,84,0
LD-01151,51-200,Operationnel,Retail,Linkedin,100,4,7,70,0
LD-01152,11-50,Manager,Sante,Linkedin,24,4,6,20,1
LD-01153,11-50,Operationnel,Industrie,Emailing,150,3,9,20,1
LD-01154,11-50,Operationnel,Sante,Cold Call,91,4,4,46,0
LD-01155,51-200,Manager,Tech,Webinar,60,2,3,27,0
LD-01156,1-10,Directeur,Sante,Emailing,33,2,0,26,0
LD-01157,51-200,Stagiaire,Sante,Site Web,73,1,9,32,0
LD-01158,51-200,Directeur,Industrie,Webinar,168,5,2,10,1
LD-01159,1-10,Operationnel,Tech,Linkedin,154,2,1,82,0
LD-01160,51-200,Operationnel,Sante,Emailing,32,0,7,12,0
LD-01161,1-10,Stagiaire,Education,Linkedin,24,3,7,74,0
LD-01162,11-50,Operationnel,Retail,Linkedin,4,3,4,88,0
LD-01163,51-200,Manager,Sante,Linkedin,2,4,4,24,0
LD-01164,1-10,Stagiaire,Tech,Cold Call,381,2,3,51,0
LD-01165,51-200,Operationnel,Sante,Linkedin,8,4,0,38,0
LD-01166,51-200,Directeur,Retail,Site Web,236,4,0,46,0
LD-01167,11-50,Operationnel,Tech,Site Web,370,0,5,89,0
LD-01168,1-10,Manager,Industrie,Webinar,18,1,3,8,0
LD-01169,1-10,Operationnel,Tech,Linkedin,103,4,3,55,0
LD-01170,11-50,Manager,Industrie,Linkedin,590,1,2,78,1
LD-01171,200+,Operationnel,Tech,Emailing,323,3,8,31,0
LD-01172,11-50,Operationnel,Retail,Cold Call,121,2,2,88,0
LD-01173,1-10,Operationnel,Retail,Webinar,258,3,7,16,1
LD-01174,11-50,Stagiaire,Tech,Linkedin,322,0,1,20,0
LD-01175,11-50,Operationnel,Sante,Emailing,76,0,3,38,0
LD-01176,51-200,Manager,Retail,Cold Call,400,4,0,15,0
LD-01177,1-10,Directeur,Industrie,Webinar,114,1,4,78,1
LD-01178,51-200,Directeur,Industrie,Webinar,135,2,1,76,0
LD-01179,11-50,Manager,Education,Linkedin,1464,1,0,34,1
LD-01180,200+,Operationnel,Industrie,Webinar,333,5,0,72,0
LD-01181,11-50,Operationnel,Education,Emailing,80,1,1,19,0
LD-01182,11-50,Operationnel,Tech,Webinar,1,3,4,69,0
LD-01183,200+,Operationnel,Tech,Site Web,177,2,8,63,0
LD-01184,1-10,Manager,Tech,Emailing,219,3,5,77,0
LD-01185,200+,Manager,Sante,Cold Call,189,1,3,32,0
LD-01186,11-50,Operationnel,Sante,Cold Call,618,5,2,37,0
LD-01187,1-10,Operationnel,Education,Linkedin,357,1,7,66,0
LD-01188,11-50,Directeur,Industrie,Linkedin,107,3,2,7,0
LD-01189,51-200,Manager,Industrie,Site Web,11,4,0,48,0
LD-01190,1-10,Operationnel,Tech,Cold Call,116,4,3,11,0
LD-01191,11-50,Directeur,Retail,Cold Call,210,1,4,75,0
LD-01192,11-50,VP/C-Level,Sante,Cold Call,168,4,4,87,0
LD-01193,11-50,Operationnel,Sante,Cold Call,139,1,4,31,0
LD-01194,1-10,Operationnel,Tech,Webinar,113,2,7,44,0
LD-01195,51-200,Manager,Sante,Emailing,62,3,7,45,0
